MANUTENÇÕES CORRETIVAS REALIZADAS INTERNAMENTE DURANTE O CONTRATO SL ENGENHARIA HOSPITALAR E HOSPITAL DAS CLÍNICAS;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11
201800214;MONITOR DE VÍDEO / LCD;EJMLA26EK1;PANASONIC;HCPE-1589;410.337;I4ID10304;BLOCO CIRÚRGICO;15/03/2018 10:26;15/03/2018 14:30;ANÁLISE TÉCNICA;0,00
201800215;RAIO X MÓVEL;TITANIUM 300;PHILIPS;HCPE-0463;410.851;PAEKRC04001;UTI GERAL / URCC;15/03/2018 11:11;06/04/2018 13:00;SUBSTITUIÇÃO;90,00
201800217;LÂMPADA DE FENDA;SL 105;CARL ZEISS;HCPE-1096;756.471;;OFTALMOLOGIA;16/03/2018 08:51;19/03/2018 16:15;REPARO;0,00
201800218;LÂMPADA DE FENDA;SL 120;ZEISS;HCPE-1350;756.757;859180;OFTALMOLOGIA;16/03/2018 08:51;16/03/2018 17:00;REPARO;0,00
201800219;LÂMPADA DE FENDA;;LUXVISION;HCPE-1115;;220033441302;OFTALMOLOGIA;16/03/2018 08:52;12/04/2018 17:00;REPARO;0,00
201800222;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;16/03/2018 09:46;19/03/2018 12:00;ANÁLISE TÉCNICA;0,00
201800223;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;16/03/2018 09:48;19/03/2018 11:45;ANÁLISE TÉCNICA;0,00
201800224;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;16/03/2018 09:52;20/03/2018 08:00;ANÁLISE TÉCNICA;0,00
201800225;INCUBADORA NEONATAL;VISION 2286;FANEM;HCPE-0544;;CK2834;UTI NEONATAL;16/03/2018 11:12;19/03/2018 15:30;ANÁLISE TÉCNICA;0,00
201800226;MICRÓTOMO;RM2125RT;LEICA;HCPE-0013;413.363;9205/01.2006;ANATOMIA PATOLÓGICA;16/03/2018 11:57;23/03/2018 07:00;ANÁLISE TÉCNICA;0,00
201800227;BRAÇADEIRA PARA MONITOR;1 VIA;GENÉRICO;HCPE-0542;;;ENDOSCOPIA;16/03/2018 18:27;19/03/2018 14:10;REPARO;0,00
201800228;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0744;407.605;20120073305;NEFROLOGIA;16/03/2018 18:28;30/05/2018 16:56;EQUIPAMENTO NÃO LIBERADO/SERVIÇO NÃO REALIZADO;0,00
201800229;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0748;407.603;20120066582;NEFROLOGIA;16/03/2018 18:28;21/03/2018 16:00;REPARO;0,00
201800230;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0741;407.601;20120054814;NEFROLOGIA;16/03/2018 18:28;19/03/2018 10:30;REPARO;0,00
201800231;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0716;407.602;20120073258;HEMODIÁLISE;16/03/2018 18:28;05/06/2018 17:28;SUBSTITUIÇÃO;0,00
201800232;RAIO X TELECOMANDADO;AXIOM ICONOS MD;SIEMENS;HCPE-0319;414.843;19233;DIAGIMAGEM;19/03/2018 08:45;19/03/2018 17:00;ANÁLISE TÉCNICA;0,00
201800233;LÂMPADA DE FENDA;;ZEISS;HCPE-1710;406.287;1504030203X;OFTALMOLOGIA;19/03/2018 08:46;19/03/2018 11:00;EQUIPAMENTO NÃO LIBERADO/SERVIÇO NÃO REALIZADO;0,00
201800244;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0276;405.806;141760;8° NORTE;19/03/2018 09:07;21/03/2018 13:30;SUBSTITUIÇÃO;15,84
201800245;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0275;406.085;141755;CENTRAL DE EQUIPAMENTOS;19/03/2018 09:08;19/03/2018 10:00;ANÁLISE TÉCNICA;0,00
201800246;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0686;406.090;141693;CENTRAL DE EQUIPAMENTOS;19/03/2018 09:09;20/03/2018 15:55;REPARO;15,84
201800247;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0384;406.067;141713;8° NORTE;19/03/2018 09:13;20/03/2018 16:27;REPARO;15,84
201800254;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;BLOCO CIRÚRGICO;19/03/2018 15:50;20/03/2018 10:00;LIMPEZA;0,00
201800255;CAMA OBSTÉTRICA;;HOSPIMETAL;HCPE-1711;407.207;;CENTRO OBSTÉTRICO;15/03/2018 08:00;22/03/2018 17:00;REPARO;0,00
201800259;INCUBADORA NEONATAL;VISION 2286;FANEM;HCPE-0531;760.732;CK2833;UTI NEONATAL;20/03/2018 08:54;20/03/2018 14:00;REPARO;0,00
201800260;CABO DE PLACA DE BISTURI;;GENÉRICO;HCPE-0147;;;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);20/03/2018 09:00;20/03/2018 09:20;REPARO;0,00
201800263;;;;;;;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);20/03/2018 13:37;20/03/2018 14:37;REPARO;0,00
201800264;BRAÇADEIRA PARA MONITOR;1 VIA;GENÉRICO;HCPE-0542;;;ENDOSCOPIA;19/03/2018 14:00;20/03/2018 08:00;ANÁLISE TÉCNICA;0,00
201800265;FOCO CIRÚRGICO FIXO;CENTRA;BAUMER;HCPE-0115;413.902;;CIRURGIA AMBULATORIAL;20/03/2018 15:31;04/04/2018 12:30;APLICAÇÃO DE PEÇA;42,90
201800267;MICROSCÓPIO CIRÚRGICO;;DFV;HCPE-0078;413.725;;CIRURGIA AMBULATORIAL;20/03/2018 15:32;21/03/2018 13:00;ANÁLISE TÉCNICA;0,00
201800311;ECOCARDIÓGRAFO;VIVID I;GE;HCPE-0025;;VI21314VI;AMB. CARDIOLOGIA;22/03/2018 08:11;22/03/2018 10:00;ANÁLISE TÉCNICA;0,00
201800314;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;22/03/2018 08:37;26/03/2018 16:10;REPARO;0,00
201800315;ULTRASSOM;HD7;PHILIPS;HCPE-0022;412.316;CI50090695;AMB. CARDIOLOGIA;22/03/2018 08:00;22/03/2018 09:00;REPARO;0,00
201800319;UNITARIZADORA DE MEDICAMENTOS;OPUS 30X;OPUSPAC SYSTEM;HCPE-0924;409.826;MUE0017379;FARMÁCIA;22/03/2018 11:44;22/03/2018 14:20;ANÁLISE TÉCNICA;0,00
201800320;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0047;414.002;20120066032;AMB. ONCOLOGIA;22/03/2018 11:44;23/03/2018 09:15;REPARO;0,00
201800321;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0046;414.001;20120066033;AMB. ONCOLOGIA;22/03/2018 11:44;23/03/2018 10:00;REPARO;0,00
201800322;CENTRÍFUGA DE TUBOS;CT12;PRESVAC;HCPE-0003;413.370;498;ANATOMIA PATOLÓGICA;22/03/2018 11:45;23/03/2018 09:00;REPARO;0,00
201800323;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0692;410.703;20120067016;URCC;22/03/2018 10:00;22/03/2018 15:00;REPARO;0,00
201800324;MICROSCÓPIO BINOCULAR;BX41TF;OLYMPUS;HCPE-0982;415.316;1K05047;LAB. HEMATOLOGIA;22/03/2018 07:00;22/03/2018 08:00;ANÁLISE TÉCNICA;0,00
201800325;CAMA HOSPITALAR ELÉTRICA;1GV07045-389;LINET;HCPE-0700;410.708;20120067024;URCC;22/03/2018 10:00;22/03/2018 16:00;REPARO;0,00
201800326;CONTADOR DE CÉLULAS SANGUÍNEAS;CCS-01;KACIL;HCPE-1013;415.319;8611-00;LAB. HEMATOLOGIA;22/03/2018 12:08;04/04/2018 16:50;ENTREGA DE EQUIPAMENTO;13,50
201800327;CONTADOR DE CÉLULAS SANGUÍNEAS;CCS-02;KACIL;HCPE-1012;415.318;6154-00;LAB. HEMATOLOGIA;22/03/2018 12:08;04/04/2018 17:00;ENTREGA DE EQUIPAMENTO;13,50
201800328;CONTADOR DE CÉLULAS SANGUÍNEAS;CCS-02;KACIL;HCPE-1011;415.323;6145-00;LAB. HEMATOLOGIA;22/03/2018 12:08;04/04/2018 17:10;ENTREGA DE EQUIPAMENTO;13,50
201800330;RESSONÂNCIA MAGNÉTICA;SIGNA HDI;GE;HCPE-0914;;MRR8279;RESSONÂNCIA (UDI);22/03/2018 17:08;22/03/2018 18:30;ANÁLISE TÉCNICA;0,00
201800331;ASPIRADOR CIRÚRGICO;17200;K TAKAOKA;HCPE-1492;407.956;1421;ENDOSCOPIA;22/03/2018 07:00;27/03/2018 11:30;REPARO;0,00
201800334;VENTILADOR PULMONAR BIPAP;STELLAR 150;RESMED;HCPE-0967;758.116;20141343274;CENTRAL DE EQUIPAMENTOS;22/03/2018 19:04;03/04/2018 11:30;ANÁLISE TÉCNICA;0,00
201800337;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0286;406.089;141695;CENTRAL DE EQUIPAMENTOS;23/03/2018 11:05;26/03/2018 08:01;ENTREGA DE EQUIPAMENTO;0,00
201800338;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0287;406.066;141754;CENTRAL DE EQUIPAMENTOS;23/03/2018 11:06;23/03/2018 12:00;ANÁLISE TÉCNICA;0,00
201800339;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0357;406.076;141678;8° SUL (DIP / COVID);23/03/2018 11:06;23/03/2018 11:55;ANÁLISE TÉCNICA;15,84
201800340;RAIO X MÓVEL;CR 7;INTECAL;HCPE-0462;;130A09;UTI GERAL / URCC;23/03/2018 13:35;23/03/2018 15:40;APLICAÇÃO DE PEÇA;0,00
201800341;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0523;410.799;20120066965;UTI GERAL / URCC;22/03/2018 13:00;22/03/2018 14:00;ANÁLISE TÉCNICA;0,00
201800342;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;BLOCO CIRÚRGICO;23/03/2018 07:00;05/04/2018 17:00;OBSOLESCÊNCIA;0,00
201800343;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;23/03/2018 15:28;26/03/2018 09:01;SUBSTITUIÇÃO;0,00
201800344;RAIO X MÓVEL;CR 7;INTECAL;HCPE-0155;757.065;;10° NORTE;23/03/2018 15:33;26/03/2018 12:30;REPARO;0,00
201800345;;;;;;;ENDOSCOPIA;26/03/2018 08:33;26/03/2018 11:00;ANÁLISE TÉCNICA;0,00
201800346;MONITOR MULTIPARAMÉTRICO;MU-671RK;NIHON KOHDEN;HCPE-1212;407.273;07467;CENTRO OBSTÉTRICO;26/03/2018 09:07;26/03/2018 09:36;ANÁLISE TÉCNICA;0,00
201800350;MONITOR MULTIPARAMÉTRICO;DX-2010;DIXTAL;HCPE-0696;410.795;030W05407;URCC;26/03/2018 07:00;26/03/2018 11:00;ANÁLISE TÉCNICA;0,00
201800351;INCUBADORA NEONATAL;VISION 2186;FANEM;HCPE-1310;759.568;CI1980;ENGENHARIA CLÍNICA (STEC);26/03/2018 12:04;27/03/2018 18:45;REPARO;0,00
201800353;MICROSCÓPIO CIRÚRGICO;OPMI LUMERA I;CARL ZEISS;HCPE-1719;413.730;6633122981;CIRURGIA AMBULATORIAL;26/03/2018 10:00;27/03/2018 10:00;TESTE;0,00
201800355;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0343;757.006;20120039027;8° NORTE;26/03/2018 16:05;27/03/2018 14:30;ENTREGA DE EQUIPAMENTO;0,00
201800356;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0920;759.941;20120068022;RESSONÂNCIA (UDI);26/03/2018 16:05;27/03/2018 09:20;REPARO;0,00
201800357;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0921;759.942;20120068099;RESSONÂNCIA (UDI);26/03/2018 16:05;27/03/2018 10:40;REPARO;0,00
201800362;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0405;756.637;20120069116;8° SUL (DIP / COVID);27/03/2018 11:07;27/03/2018 12:30;REPARO;0,00
201800368;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;27/03/2018 15:35;05/04/2018 17:00;OBSOLESCÊNCIA;0,00
201800370;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0506;757.583;20120068035;9° SUL;27/03/2018 15:36;29/03/2018 14:00;APLICAÇÃO DE PEÇA;0,00
201800371;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0129;758.477;20120041374;10° NORTE;27/03/2018 15:36;08/11/2019 08:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
201800372;CADEIRA OTORRINO-OFTALMOLÓGICA;EXPRESSION;GIGANTE;HCPE-1167;406.855;16199CEX;AMB. OFTALMOLOGIA;27/03/2018 11:28;04/06/2018 13:40;SUBSTITUIÇÃO;322,00
201800377;LÂMPADA DE FENDA;SL 120;ZEISS;HCPE-1350;756.757;859180;OFTALMOLOGIA;28/03/2018 09:16;28/03/2018 14:46;REPARO;0,00
201800378;LÂMPADA DE FENDA;SL 105;CARL ZEISS;HCPE-1096;756.471;;OFTALMOLOGIA;28/03/2018 09:17;06/04/2018 17:00;ANÁLISE TÉCNICA;0,00
201800381;FOCO CIRÚRGICO FIXO;QUANTA;BAUMER;HCPE-1576;410.895;YUZW008;BLOCO CIRÚRGICO;28/03/2018 11:35;28/03/2018 17:00;REPARO;0,00
201800485;MONITOR PARA TORRE DE VÍDEO DE ENDOSCOPIA;RADIANCE HIGH-DEFINITION LCD;PENTAX;HCPE-0122;414.927;12-213704;BRONCOSCOPIA;02/04/2018 07:00;09/05/2018 15:30;ANÁLISE TÉCNICA;98,00
201800486;BALANÇA NEO/PEDIÁTRICA;BP BABY (ELETRÔNICA);FILIZOLA;HCPE-0648;409.232;8918/02;UTI NEONATAL;02/04/2018 08:49;02/04/2018 09:00;REPARO;0,00
201800489;MONITOR MULTIPARAMÉTRICO;DASH 4000 (ECG, SPO2, PNI, TEMP, RESP, PI, ETCO2,CO);GE;HCPE-1207;407.840;SD010481176GA;CENTRO OBSTÉTRICO;02/04/2018 12:42;03/04/2018 11:00;APLICAÇÃO DE PEÇA;15,84
201800490;ULTRASSOM;LOGIQ E;GE;HCPE-1453;759.244;LE611641WX0;HEMODINÂMICA;02/04/2018 12:43;02/04/2018 19:00;ATUALIZAÇÃO DE SOFTWARE;0,00
201800491;RAIO X MÓVEL;CR 7;INTECAL;HCPE-1736;760.733;515A;RAIO-X (UDI);02/04/2018 18:09;02/04/2018 18:10;ORIENTAÇÃO;0,00
201800498;ELETROCARDIÓGRAFO;EP12;DIXTAL;HCPE-0088;414.216;122900643;SALA DE ESTABILIZAÇÃO;03/04/2018 12:14;04/04/2018 12:00;ANÁLISE TÉCNICA;0,00
201800500;APARELHO DE ANESTESIA;DX 5020;DIXTAL;HCPE-0107;756.153;122800197;CIRURGIA AMBULATORIAL;03/04/2018 12:17;03/04/2018 17:30;ANÁLISE TÉCNICA;0,00
201800501;;;;;;;9° SUL;03/04/2018 07:00;03/04/2018 12:00;ANÁLISE TÉCNICA;0,00
201800502;FOCO DE PROCEDIMENTO;FC-3000;MEDPEJ;HCPE-1737;405.915;44052;AMB. GINECOLOGIA;02/04/2018 08:00;02/04/2018 10:30;REPARO;0,00
201800509;CENTRÍFUGA DE TUBOS;80-2B;HT CENTRIBIO;HCPE-1030;411.646;241;HEMOTERAPIA;03/04/2018 17:58;04/04/2018 10:13;REPARO;0,00
201800510;SENSOR DE OXIMETRIA PEDIÁTRICO;SOFT - 06 PINOS - DX2010/2020/2022/2023;DIXTAL;HCPE-1629;;;6° SUL;03/04/2018 17:59;03/04/2018 18:02;OBSOLESCÊNCIA;0,00
201800511;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1624;758.877;20120068037;ENGENHARIA CLÍNICA (STEC);03/04/2018 13:30;05/04/2018 11:00;REPARO;0,00
201800512;CARDIOVERSOR;LIFE 400 PLUS;CMOS DRAKE;HCPE-0382;;912116191;8° NORTE;03/04/2018 18:06;04/04/2018 09:26;REPARO;0,00
201800513;CARDIOVERSOR;HEARTSTART XL;PHILIPS;HCPE-0193;758.936;US00466660;11° SUL;03/04/2018 18:06;04/04/2018 08:00;ANÁLISE TÉCNICA;0,00
201800517;;;;;;;BLOCO CIRÚRGICO;04/04/2018 09:44;04/04/2018 17:55;ANÁLISE TÉCNICA;0,00
201800522;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;;PREMIUM;HCPE-1745;;2708253;CENTRAL DE EQUIPAMENTOS;04/04/2018 11:18;05/04/2018 16:30;CALIBRAÇÃO REALIZADA, REPARO;0,00
201800523;INCUBADORA NEONATAL;VISION 2286;FANEM;HCPE-0544;;CK2834;UTI NEONATAL;04/04/2018 12:00;06/04/2018 19:20;ANÁLISE TÉCNICA;0,00
201800524;INCUBADORA NEONATAL;VISION 2286;FANEM;HCPE-0531;760.732;CK2833;UTI NEONATAL;04/04/2018 12:00;05/04/2018 19:00;ANÁLISE TÉCNICA;0,00
201800613;MICROSCÓPIO BINOCULAR;BX41TF;OLYMPUS;HCPE-0982;415.316;1K05047;LAB. HEMATOLOGIA;05/04/2018 09:32;19/04/2018 12:00;REPARO;0,00
201800616;BALANÇA ADULTO;DIGITAL 2096 PP;TOLEDO;HCPE-1337;407.082;01068009868-HC;ENGENHARIA CLÍNICA (STEC);05/04/2018 09:00;05/04/2018 11:40;REPARO;0,00
201800617;FONTE DE LUZ PARA ENDOSCOPIA;EXERA CLE 145;OLYMPUS;HCPE-1689;;70000675;ENDOSCOPIA;04/04/2018 13:00;05/04/2018 17:00;REPARO;0,00
201800619;MONITOR DE DIAGNÓSTICO;MFCD-1219 TS;BARCO;HCPE-1469;414.864;9383603942;RAIO-X (UDI);05/04/2018 12:56;17/04/2018 09:00;ANÁLISE TÉCNICA;0,00
201800620;CARDIOVERSOR;HS03;INSTRAMED;HCPE-0086;414.214;40912CT255;SALA DE ESTABILIZAÇÃO;05/04/2018 16:30;10/05/2018 08:00;REPARO, REPARO;74,00
201800621;VENTILADOR PULMONAR BIPAP;STELLAR 150;RESMED;HCPE-0967;758.116;20141343274;CENTRAL DE EQUIPAMENTOS;05/04/2018 17:11;10/04/2018 11:00;REPARO;0,00
201800624;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;MANUAL;SOLIDOR;HCPE-0928;;A91209;CENTRAL DE EQUIPAMENTOS;05/04/2018 17:55;12/04/2018 08:00;REPARO;0,00
201800656;MICROSCÓPIO CIRÚRGICO;OPMI LUMERA I;CARL ZEISS;HCPE-1719;413.730;6633122981;CIRURGIA AMBULATORIAL;06/04/2018 09:36;06/04/2018 18:01;REPARO;0,00
201800657;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;06/04/2018 07:00;06/04/2018 09:15;REPARO;0,00
201800660;DESFIBRILADOR;D-10;TEB TECNOLOGIA ELETRONICA BRASILEIRA LTDA;HCPE-0151;;8590912;10° NORTE;06/04/2018 12:14;10/04/2018 17:00;REPARO;0,00
201800662;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0286;406.089;141695;CENTRAL DE EQUIPAMENTOS;06/04/2018 14:37;09/04/2018 17:00;CALIBRAÇÃO REALIZADA;0,00
201800665;RAIO X MÓVEL;CR 7;INTECAL;HCPE-0462;;130A09;UTI GERAL / URCC;09/04/2018 08:07;11/04/2018 17:00;REPARO;0,00
201800666;MONITOR MULTIPARAMÉTRICO;DX-2020;DIXTAL;HCPE-0055;756.785;031300141;CENTRAL DE EQUIPAMENTOS;09/04/2018 08:07;09/04/2018 12:31;SUBSTITUIÇÃO;0,00
201800667;FOTOTERAPIA CONVENCIONAL (FLUORESCENTE);006 OFL;FANEM;HCPE-0545;756.129;5Z8054;UTI NEONATAL;09/04/2018 10:30;13/04/2018 15:00;SUBSTITUIÇÃO;0,00
201800668;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1749;408.291;20120035340;ENGENHARIA CLÍNICA (STEC);06/04/2018 13:00;09/04/2018 10:00;SUBSTITUIÇÃO, SUBSTITUIÇÃO;0,00
201800671;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;09/04/2018 11:39;11/04/2018 15:40;REPARO;0,00
201800672;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;09/04/2018 11:39;13/04/2018 10:30;ANÁLISE TÉCNICA;0,00
201800674;;;;;;;BLOCO CIRÚRGICO;09/04/2018 11:40;12/04/2018 15:30;ANÁLISE TÉCNICA;0,00
201800676;APARELHO DE ANESTESIA;DX 5020;DIXTAL;HCPE-0048;413.704;122800200;CIRURGIA AMBULATORIAL;09/04/2018 15:03;10/04/2018 19:00;SUBSTITUIÇÃO;0,00
201800677;APARELHO DE ANESTESIA;DX 5020;DIXTAL;HCPE-0107;756.153;122800197;CIRURGIA AMBULATORIAL;09/04/2018 13:05;10/04/2018 09:30;CALIBRAÇÃO REALIZADA;0,00
201800678;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-1751;406.038;141599;CENTRAL DE EQUIPAMENTOS;09/04/2018 15:00;09/04/2018 16:45;ANÁLISE TÉCNICA;0,00
201800683;;;;;;;CENTRO OBSTÉTRICO;10/04/2018 10:48;10/04/2018 12:30;ANÁLISE TÉCNICA;0,00
201800684;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0829;757.458;20120034442;9° NORTE (MATERNIDADE);09/04/2018 17:31;10/04/2018 08:20;SUBSTITUIÇÃO;0,00
201800685;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0828;757.457;20120034443;9° NORTE (MATERNIDADE);09/04/2018 15:00;09/04/2018 15:15;SUBSTITUIÇÃO;0,00
201800686;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0831;757.504;20120035779;9° NORTE (MATERNIDADE);09/04/2018 15:00;09/04/2018 15:30;SUBSTITUIÇÃO;0,00
201800687;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0842;757.525;20120039026;9° NORTE (MATERNIDADE);09/04/2018 15:00;09/04/2018 15:45;SUBSTITUIÇÃO;0,00
201800688;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0851;757.533;20120070454;9° NORTE (MATERNIDADE);09/04/2018 15:00;09/04/2018 16:00;SUBSTITUIÇÃO;0,00
201800689;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0850;757.531;20120069355;9° NORTE (MATERNIDADE);09/04/2018 15:00;09/04/2018 16:15;SUBSTITUIÇÃO;0,00
201800690;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0821;757.630;20120068079;9° NORTE (MATERNIDADE);09/04/2018 15:00;09/04/2018 16:30;SUBSTITUIÇÃO;0,00
201800691;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0820;757.628;20120073438;9° NORTE (MATERNIDADE);09/04/2018 15:00;09/04/2018 16:45;SUBSTITUIÇÃO;0,00
201800692;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0812;775.214;20120035312;9° NORTE (MATERNIDADE);09/04/2018 15:00;09/04/2018 17:00;SUBSTITUIÇÃO;0,00
201800693;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0808;757.552;20120074121;9° NORTE (MATERNIDADE);09/04/2018 15:00;09/04/2018 17:15;SUBSTITUIÇÃO;0,00
201800694;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0810;757.553;20120073399;9° NORTE (MATERNIDADE);09/04/2018 15:00;09/04/2018 17:30;SUBSTITUIÇÃO;0,00
201800695;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0814;757.731;20120069245;9° NORTE (MATERNIDADE);09/04/2018 15:00;09/04/2018 17:45;SUBSTITUIÇÃO;0,00
201800696;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0816;757.728;20120034519;9° NORTE (MATERNIDADE);09/04/2018 15:00;09/04/2018 18:00;SUBSTITUIÇÃO;0,00
201800700;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0832;757.506;20120041393;9° NORTE (MATERNIDADE);09/04/2018 15:00;10/04/2018 09:10;SUBSTITUIÇÃO;0,00
201800701;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0813;757.730;20120034518;9° NORTE (MATERNIDADE);09/04/2018 15:00;10/04/2018 09:40;SUBSTITUIÇÃO;0,00
201800702;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0841;757.527;20120035648;9° NORTE (MATERNIDADE);09/04/2018 15:00;10/04/2018 10:10;SUBSTITUIÇÃO;0,00
201800703;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1769;774.618;20120067881;ENGENHARIA CLÍNICA (STEC);05/04/2018 08:00;05/04/2018 18:00;SUBSTITUIÇÃO;0,00
201800705;MICROSCÓPIO BINOCULAR;BX41TF;OLYMPUS;HCPE-0217;413.339;1J16058;ANATOMIA PATOLÓGICA;10/04/2018 15:42;04/05/2018 08:46;REPARO;0,00
201800707;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1770;408.293;20120054970;ENGENHARIA CLÍNICA (STEC);10/04/2018 13:00;10/04/2018 18:00;SUBSTITUIÇÃO;0,00
201800709;;;;;;;8° SUL (DIP / COVID);11/04/2018 10:35;11/04/2018 15:00;ORIENTAÇÃO;0,00
201800710;;;;;;;ENDOSCOPIA;11/04/2018 10:35;12/04/2018 13:50;ANÁLISE TÉCNICA;0,00
