NEC;U.S.;Sigla Órgão;Nome Órgão;Localização;Identificador;N.º Série;Tipo Equipamento;Classe;Marca;Modelo;Fornecedor;Valor (R$);Aquisição;Núm. Doc. da Aquisição;Nota Fiscal;Garantia;Data Desativação;Desativado;Parecer Desativação;Permitir O.S.;Baixado;Contrato;Equipamento Crítico;Equipamento Próprio;Descrição Complementar;N.º Quebras;N.º Serviço Externo;N.º Peças Utilizadas;Custo Serviço Externo (R$);Custo Peça (R$);Vida Útil;Indisponibilidade (dias);Última MP
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-2170,408.214;RAN055288;ASPIRADOR CIRURGICO;EQUIPAMENTO;FANEM;089-AME;GENERICO;0.0;2018-11-27 00:00:00;;0;2019-11-27 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-2172,408.121;RAN055286;ASPIRADOR CIRURGICO;EQUIPAMENTO;FANEM;089-AME;MINISTÉRIO DA EDUCAÇÃO;7000.0;2018-02-01 00:00:00;;NÃO DISPONÍVEL;2018-02-02 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;UNIDADE DE BLOCOS CIRÚRGICOS;HCPE-0060,413.702;RAN055285;ASPIRADOR CIRURGICO;EQUIPAMENTO;FANEM;089-AME;FANEM LTDA;5000.0;2018-02-21 00:00:00;;1;2019-02-21 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;ENDOSCOPIA;HCPE-1489,760.720;;ASPIRADOR CIRURGICO;EQUIPAMENTO;FANEM;089-AME;GENERICO;0.0;2018-03-01 00:00:00;;0;2019-03-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;ENDOSCOPIA;HCPE-1490,760.719;;ASPIRADOR CIRURGICO;EQUIPAMENTO;FANEM;089-AME;GENERICO;0.0;2018-03-01 00:00:00;;0;2019-03-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UP;UNIDADE DE PATRIMÔNIO;PATRIMÔNIO;HCPE-0876,410.188;TAH93484;ASPIRADOR CIRURGICO;EQUIPAMENTO;FANEM;089-AME;GENERICO;0.0;2018-02-27 00:00:00;;0;2019-02-27 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-2343,407.910;XW12316;ASPIRADOR/IRRIGADOR LAPAROSCOPIA;EQUIPAMENTO;KARL STORZ;HAMOU ENDOMAT-263310 20;GENERICO;0.0;2019-05-27 00:00:00;;0;2020-05-27 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;CENTRO CIRÚRGICO - 5º ANDAR;HCPE-1587,407.926;VW12192;ASPIRADOR/IRRIGADOR LAPAROSCOPIA;EQUIPAMENTO;KARL STORZ;HAMOU ENDOMAT-263310 20;H STRATTNER E CIA LTDA;72889.2;2015-04-13 00:00:00;01/15;1;2018-04-12 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;CENTRO CIRÚRGICO - 5º ANDAR;HCPE-2218,405.981;FE0593;ASPIRADOR/IRRIGADOR LAPAROSCOPIA;EQUIPAMENTO;KARL STORZ;HYSTEROMAT II;H STRATTNER E CIA LTDA;50000.0;2007-01-01 00:00:00;;1;2008-01-02 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCP;UNIDADE DA CABEÇA E PESCOÇO;FONOAUDIOLOGIA;HCPE-1738,406.268;770540;AUDIOMETRO;EQUIPAMENTO;INTERACOUSTICS;AC-40;MINISTÉRIO DA EDUCAÇÃO;1.0;2018-01-01 00:00:00;;1;2019-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UR;UNIDADE DE REABILITAÇÃO;;HCPE-1912,408.239;152908;AUDIOMETRO;EQUIPAMENTO;OTOMETRICS;MADSEN ITERA II;GENERICO;14675.0;2018-06-14 00:00:00;;2145;2019-06-14 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UR;UNIDADE DE REABILITAÇÃO;FONOAUDIOLOGIA;HCPE-1964,406.381;;AUDIOMETRO;EQUIPAMENTO;INTERACOUSTICS;AD-229-B;GENERICO;0.0;2018-07-12 00:00:00;;0;2019-07-12 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UACAP;UNIDADE DE ANÁLISES CLÍNICAS E ANATOMIA PATOLÓGICA;;HCPE-1275,416.028;16610;AUTOCLAVE;EQUIPAMENTO;PHOENIX LUFERCO;AV-225;MINISTÉRIO DA EDUCAÇÃO;30000.0;2018-02-28 00:00:00;;;2018-02-28 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UACAP;UNIDADE DE ANÁLISES CLÍNICAS E ANATOMIA PATOLÓGICA;LABORATÓRIO;HCPE-1274,416.027;16571;AUTOCLAVE;EQUIPAMENTO;PHOENIX LUFERCO;AV-137;GENERICO;10000.0;2018-02-28 00:00:00;;ND;2018-02-28 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UPME;UNIDADE DE PROCESSAMENTO DE MATERIAIS ESTERILIZAÇÃO;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;HCPE-3644;G4-211101;AUTOCLAVE BANCADA;EQUIPAMENTO;SCICAN;STATIM-5000-G4;H STRATTNER E CIA LTDA;149755.99;2024-04-11 00:00:00; 21/2024;196710;2025-04-11 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UPME;UNIDADE DE PROCESSAMENTO DE MATERIAIS ESTERILIZAÇÃO;UNIDADE DE PROCESSAMENTO DE MATERIAIS ESTERILIZAÇÃO;HCPE-0904,759.959;1553.03.7061;AUTOCLAVE GRANDE PORTE;EQUIPAMENTO;BAUMER;HI VAC-2;BAUMER S A;199000.0;2015-07-01 00:00:00;;1;2016-07-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UPME;UNIDADE DE PROCESSAMENTO DE MATERIAIS ESTERILIZAÇÃO;UNIDADE DE PROCESSAMENTO DE MATERIAIS ESTERILIZAÇÃO;HCPE-0905,409.647;16604;AUTOCLAVE GRANDE PORTE;EQUIPAMENTO;CISA BRASILE;6410;CISABRASILE LTDA;284000.0;2008-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UACAP;UNIDADE DE ANÁLISES CLÍNICAS E ANATOMIA PATOLÓGICA;HEMOTERAPIA;HCPE-1284,413.061;;BALANCA ELETRONICA;EQUIPAMENTO;URANO;UDC POP-6 1;URANO IND DE BALANCAS E EQUIPAMENTOS ELETRONICOS LTDA;800.0;2006-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;8º NORTE;HCPE-1536,756.141;0087;BALANCA ELETRONICA;EQUIPAMENTO;WELMY;IDW-10000;MARTE CIENTIFICA & INSTRUMENTACAO INDUSTRIAL LTDA;4780.0;2017-09-12 00:00:00;47/17;6237;2018-09-12 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;AMBULATÓRIO DE ENDOCRINOLOGIA;HCPE-1337,407.082,5209/2001;;BALANCA ELETRONICA;EQUIPAMENTO;TOLEDO;2090;MINISTÉRIO DA EDUCAÇÃO;900.0;2001-01-01 00:00:00;;1;2002-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;USU;UNIDADE DO SISTEMA URINÁRIO;HEMODIÁLISE;HCPE-2063,760.782;0088;BALANCA ELETRONICA;EQUIPAMENTO;WELMY;IDW-10000;MARTE CIENTIFICA & INSTRUMENTACAO INDUSTRIAL LTDA;4780.0;2017-09-12 00:00:00;47/17;6237;2018-09-12 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UACAP;UNIDADE DE ANÁLISES CLÍNICAS E ANATOMIA PATOLÓGICA;LABORATÓRIO BACTERIOLOGIA;HCPE-3613;CHBR2201369;BALANCA ELETRONICA ANALITICA;EQUIPAMENTO;WEBLABOR;M-214-AI;WEBLABOR SAO PAULO MATERIAIS DIDATICOS LTDA;5680.0;2023-11-10 00:00:00;;4358;2026-01-31 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UACAP;UNIDADE DE ANÁLISES CLÍNICAS E ANATOMIA PATOLÓGICA;LABORATÓRIO DE BACTERIOLOGIA;HCPE-0944;10062501001002;BALANCA ELETRONICA ANALITICA;EQUIPAMENTO;GEHAKA;BK-2000;GENERICO;0.0;2018-02-27 00:00:00;;0;2019-02-27 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;BANCO DE LEITE;HCPE-3158,775.745;416246;BALANCA ELETRONICA PRECISAO;EQUIPAMENTO;MARTE;AD-330;MARTE CIENTIFICA & INSTRUMENTACAO INDUSTRIAL LTDA;3000.0;2022-03-22 00:00:00;19/22;3420;2023-03-22 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;6º SUL;HCPE-0889,410.993;8140/01;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;6º SUL;HCPE-2200,757.390;8915/02;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;AMBULATÓRIO DE PEDIATRIA;HCPE-1188,413.638;8924/02;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;AMBULATÓRIO DE PEDIATRIA;HCPE-1514,413.649;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;AMBULATÓRIO DE PUERICULTURA;HCPE-1073,405.328;32975;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;WELMY;109-E;WELMY INDÚSTRIA E COMÉRCIO LTDA.;750.0;2012-01-01 00:00:00;;1;2013-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;AMBULATÓRIO DE PUERICULTURA;HCPE-2178,405.288;8927/02;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;AMBULATÓRIO DE PUERICULTURA;HCPE-2179,405.307;8921/02;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;AMBULATÓRIO DE PUERICULTURA;HCPE-2180,406.539;8917/02;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;9º NORTE;HCPE-2201,757.399;8913/02;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-1223,407.498;3856;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-1260,407.216;;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-1297,409.293;8916/02;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;MATERNIDADE;HCPE-3678;060884;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;BALMAK;ELP-25-BB;MEDICAL COMERCIO EQUIPAMENTO MEDICOS LTDA;1450.0;2024-11-13 00:00:00;;615.121;2025-11-13 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTI ADULTO;UNIDADE DE CUIDADO INTENSIVO E SEMI-INTENSIVO ADULTO;UTI ADULTO;HCPE-2177,406.529;8926/02;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-0622,409.254;620/95;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-0648,409.232;8918/02;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-1295,758.087;8912/02;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-1878,757.898;18193;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;WELMY;109-E;WELMY INDÚSTRIA E COMÉRCIO LTDA.;750.0;2012-01-01 00:00:00;;1;2013-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-1879,757.897;7497/01;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-2176,405.317;8914/02;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;FILIZOLA;BP BABY;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;960.0;2002-01-01 00:00:00;;1;2003-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UTIPN;UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA E NEONATAL;UTI NEONATAL;HCPE-3677;060883;BALANCA PACIENTE INFANTIL ELETRONICA;EQUIPAMENTO;BALMAK;ELP-25-BB;MEDICAL COMERCIO EQUIPAMENTO MEDICOS LTDA;1450.0;2024-11-13 00:00:00;;615.121;2025-11-13 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;CPC;CENTRO DE PESQUISA CLÍNICA;CEN. DE PESQ. CLÍNICA;HCPE-3393;104674;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;KCRS COMÉRCIO DE EQUIPAMENTOS EIRELLI EPP;980.0;2022-12-02 00:00:00;;7512;2023-12-02 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;ENGENHARIA CLÍNICA;HCPE-2915;81514;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;KCRS COMÉRCIO DE EQUIPAMENTOS EIRELLI EPP;790.0;2020-01-18 00:00:00;09/21;6891;2022-01-18 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;ENGENHARIA CLÍNICA;HCPE-2922;81521;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;KCRS COMÉRCIO DE EQUIPAMENTOS EIRELLI EPP;790.0;2020-01-18 00:00:00;09/21;6891;2022-01-18 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;ENGENHARIA CLÍNICA;HCPE-2925;81524;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;KCRS COMÉRCIO DE EQUIPAMENTOS EIRELLI EPP;790.0;2020-01-18 00:00:00;09/21;6891;2022-01-18 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;ENGENHARIA CLÍNICA;HCPE-2927;81526;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;KCRS COMÉRCIO DE EQUIPAMENTOS EIRELLI EPP;790.0;2020-01-18 00:00:00;09/21;6891;2022-01-18 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;SETOR DE ENGENHARIA CLÍNICA;HCPE-2041,;53522;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;LD-1050;MARCOS RIBEIRO E CIA LTDA;1100.0;2018-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SETUE;SETOR DE URGÊNCIA E EMERGÊNCIA;SALA DE INFUSÃO;HCPE-2918;81517;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;KCRS COMÉRCIO DE EQUIPAMENTOS EIRELLI EPP;790.0;2020-01-18 00:00:00;09/21;6891;2022-01-18 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UAP;UNIDADE DE ATENÇÃO PSICOSSOCIAL;7° NORTE;HCPE-3802;139434;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;M.K.R. COMERCIO DE EQUIPAMENTOS LTDA;960.0;2025-01-10 00:00:00;;9736;2026-01-10 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;6° SUL;HCPE-0890,410.004;39842;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;LD-1050;MARCOS RIBEIRO E CIA LTDA;1100.0;2016-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;6° SUL;HCPE-1547,408.249;39840;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;LD-1050;MARCOS RIBEIRO E CIA LTDA;1100.0;2016-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;6° SUL;HCPE-2432,759.695;52172;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-300-C;KCRS COMÉRCIO DE EQUIPAMENTOS EIRELLI EPP;907.5;2017-12-27 00:00:00;51/17;2134;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;AMBULATÓRIO DE PEDIATRIA;HCPE-1187;39841;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;KCRS COMÉRCIO DE EQUIPAMENTOS EIRELLI EPP;790.0;2016-01-01 00:00:00;;1;2017-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;AMBULATÓRIO DE PEDIATRIA;HCPE-1515,413.662;;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;FILIZOLA;PERSONAL;FILIZOLA S.A PESAGEM E AUTOMAÇÃO;1500.0;2008-01-01 00:00:00;;1;2009-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;AMBULATÓRIO DE PEDIATRIA;HCPE-3372;101681;BALANCA PACIENTE PLATAFORMA ELETRONICA;EQUIPAMENTO;LIDER;P-200-C;K.C.R. INDUSTRIA E COMERCIO DE EQUIPAMENTOS EIRELI EPP;9800.0;2022-10-25 00:00:00; 46/2022;7053;2023-10-25 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
