MANUTENÇÕES CORRETIVAS REALIZADAS EXTERNAMENTE DURANTE O CONTRATO SL ENGENHARIA HOSPITALAR E HOSPITAL DAS CLÍNICAS;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12
201800754;MICRÓTOMO;RM2125RT;LEICA;HCPE-0012;413.381;11054/01.2009;ANATOMIA PATOLÓGICA;09/04/2018 08:00;09/04/2018 15:00;REPARO;RM REPRESENTAÇÕES E SERVIÇOS EIRELI - ME;1.200,00
201800755;MICRÓTOMO;RM2125RT;LEICA;HCPE-0013;413.363;9205/01.2006;ANATOMIA PATOLÓGICA;09/04/2018 08:00;09/04/2018 13:00;REPARO;RM REPRESENTAÇÕES E SERVIÇOS EIRELI - ME;1.200,00
201800787;ESTERILIZADORA A PERÓXIDO DE HIDROGÊNIO;STERRAD 100S;JOHNSON & JOHNSON;HCPE-0908;409.626;0101160282;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);10/04/2018 09:00;17/04/2018 11:00;SUBSTITUIÇÃO;JOHNSON & JOHNSON;0,00
201800817;MAMÓGRAFO;GRAPH-MAMMO AF;VMI;HCPE-1507;760.707;P8504103001;RAIO-X (UDI);20/04/2018 17:00;15/05/2018 12:00;SUBSTITUIÇÃO;PHILIPS MEDICAL SYSTEMS, PHILIPS MEDICAL SYSTEMS;0,00
201800820;RAIO X FIXO;COMPACTO PLUS 500;PHILIPS;HCPE-1505;;0124-002-0179;RAIO-X (UDI);20/04/2018 16:30;28/09/2018 18:00;SUBSTITUIÇÃO DE PEÇA;PHILIPS MEDICAL SYSTEMS, PHILIPS MEDICAL SYSTEMS;0,00
201800821;RAIO X FIXO;COMPACTO PLUS 600;PHILIPS;HCPE-1506;760.706;PAB30001001;RAIO-X (UDI);20/04/2018 17:54;15/05/2018 14:30;SUBSTITUIÇÃO;PHILIPS MEDICAL SYSTEMS;0,00
201800840;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0628;;4SXAU369;UTI GERAL / URCC;24/04/2018 07:59;25/04/2018 16:40;SUBSTITUIÇÃO;FRESENIUS MEDICAL CARE LTDA;0,00
201800842;CAMPÍMETRO;HUMPHREY 745I;CARL ZEISS;HCPE-1111;756.089;745I-4310;OFTALMOLOGIA;24/04/2018 08:48;08/06/2018 14:00;SUBSTITUIÇÃO DE PEÇA;CARL ZEISS;1.000,00
201800843;CAMPÍMETRO;HUMPHREY 745I;CARL ZEISS;HCPE-1110;756.090;745-2972;OFTALMOLOGIA;24/04/2018 08:48;08/06/2018 11:00;SUBSTITUIÇÃO DE PEÇA;CARL ZEISS;1.000,00
201800876;VIDEOBRONCOSCÓPIO;BF-P150;OLYMPUS;HCPE-1795;;2140363;BRONCOSCOPIA;06/04/2018 08:00;15/10/2018 18:30;SUBSTITUIÇÃO DE PEÇA;ASSISTEC;14.200,00
201800880;PROCESSADORA DE IMAGEM DE MICROCÂMERA;222010 20;KARL STORZ;HCPE-1917;407.918;XV723362-P;BLOCO CIRÚRGICO;24/04/2018 14:21;26/08/2019 09:56;AJUSTE/ REPARO - PLACA ELETRÔNICA;GFAN SOLUÇÕES, H. STRATTNER;8.425,00
201800891;CAMPÍMETRO;HFA3 840;CARL ZEISS;HCPE-1109;756.094;840-11956;OFTALMOLOGIA;18/04/2018 09:00;18/04/2018 13:30;SUBSTITUIÇÃO;CARL ZEISS;0,00
201800916;CONJUNTO DE PISTOLAS PRESSURIZADAS;MAXYCLEAN ST;PROFILAX COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA -;HCPE-1877;413.432;C000186;ENDOSCOPIA;26/04/2018 11:40;06/07/2018 11:30;SUBSTITUIÇÃO DE PEÇA;PROFILÁTICA, PROFILÁTICA;0,00
201800924;REFRIGERADOR;VCV2E;FRICON;HCPE-1801;409.870;1114007571;FARMÁCIA;26/04/2018 13:00;20/02/2019 16:00;SUBSTITUIÇÃO DE PEÇA;GIGAVIDA, MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA;1.050,00
201800926;ELETROENCEFALÓGRAFO;IBLUE 52;ICELERA TECNOLOGIA EM EQUIPAMENTOS MÉDICOS;HCPE-1798;405.624;VGI52150109;AMB. NEUROLOGIA;27/04/2018 14:46;20/06/2018 14:30;REALIZADOS AJUSTES NECESSARIOS;ICELERA TECNOLOGIA EM EQUIPAMENTOS MÉDICOS;1.408,82
201800927;AUTOCLAVE HORIZONTAL;6410/H/2P/E/TS/SO;CISA;HCPE-0905;409.647;16604;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);30/04/2018 09:55;30/04/2018 13:00;SUBSTITUIÇÃO;SUPORTCARE TECNOLOGIA HOSPITALAR LTDA;0,00
201800928;BERÇO HOSPITALAR;GIGABABY I;GIGANTE;HCPE-1664;759.911;181952 GBB;9° NORTE (MATERNIDADE);30/04/2018 10:44;27/11/2018 09:00;SUBSTITUIÇÃO DE PEÇA;GIGANTE RECEM NASCIDO IND. COM. E REP. LTDA;313,33
201800929;BERÇO HOSPITALAR;GIGABABY I;GIGANTE;HCPE-1663;759.910;181953 GBB;9° NORTE (MATERNIDADE);30/04/2018 10:44;27/11/2018 09:00;SUBSTITUIÇÃO DE PEÇA;GIGANTE RECEM NASCIDO IND. COM. E REP. LTDA;313,33
201800930;BERÇO HOSPITALAR;GIGABABY I;GIGANTE;HCPE-1670;759.906;181956 GBB;9° NORTE (MATERNIDADE);30/04/2018 10:44;27/11/2018 09:00;SUBSTITUIÇÃO DE PEÇA;GIGANTE RECEM NASCIDO IND. COM. E REP. LTDA;313,33
201800931;AUTOCLAVE HORIZONTAL;6410/H/2P/E/TS/SO;CISA;HCPE-0905;409.647;16604;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);23/04/2018 08:00;23/04/2018 12:00;ANÁLISE TÉCNICA;SUPORTCARE TECNOLOGIA HOSPITALAR LTDA;0,00
201800932;VENTILADOR PULMONAR;INTER 3;INTERMED;HCPE-0637;409.255;9708-01286;UTI NEONATAL;30/04/2018 11:29;15/06/2018 15:12;REALIZADOS AJUSTES NECESSARIOS;KESA LTDA.;0,00
201801073;DIGITALIZADORA DE IMAGENS;CR 85-X;AGFA;HCPE-1470;414.865;5736;RAIO-X (UDI);02/05/2018 08:00;02/05/2018 12:00;ANÁLISE TÉCNICA;AGFA HEALTCARE BRASIL IMPORTAÇÃO E SEVIÇOS LTDA;0,00
201801075;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0934;;65076M/00;CENTRAL DE EQUIPAMENTOS;02/05/2018 15:10;04/06/2018 08:00;REPARO;ALLIANCE MEDINFUSION LTDA;0,00
201801076;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0186;;64149M/00;11° SUL;02/05/2018 15:10;04/06/2018 10:00;CALIBRAÇÃO REALIZADA;ALLIANCE MEDINFUSION LTDA;0,00
201801083;MONITOR MULTIPARAMÉTRICO;OMNI 612;OMNIMED;HCPE-0959;758.109;2853;CENTRAL DE EQUIPAMENTOS;03/05/2018 09:48;19/07/2018 16:00;EMISSÃO DE PARECER DE INATIVAÇÃO;ASTECH;0,00
201801088;VENTILADOR PULMONAR;INTER 5 PLUS;INTERMED;HCPE-0488;409.258;IP5-2010-10-05204;UTI GERAL / URCC;03/05/2018 10:05;21/05/2018 15:00;CALIBRAÇÃO REALIZADA;KESA LTDA.;0,00
201801089;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0444;;43977M/00;UTI GERAL / URCC;03/05/2018 10:26;23/05/2018 08:00;CALIBRAÇÃO REALIZADA;ALLIANCE MEDINFUSION LTDA;0,00
201801093;ENDOSCÓPIO RÍGIDO;;GENÉRICO;HCPE-1814;;197;BLOCO CIRÚRGICO;02/04/2018 10:00;04/07/2018 08:20;SUBSTITUIÇÃO DE PEÇA;TECHMED - EQUIPAMENTOS MEDICOS HOSPITALAR;3.980,00
201801094;ENDOSCÓPIO RÍGIDO;;RUSSER;HCPE-1813;;70038;BLOCO CIRÚRGICO;02/04/2018 10:00;04/07/2018 08:40;SUBSTITUIÇÃO DE PEÇA;TECHMED - EQUIPAMENTOS MEDICOS HOSPITALAR;3.980,00
201801095;ENDOSCÓPIO RÍGIDO;;GENÉRICO;HCPE-1815;;120HCG;BLOCO CIRÚRGICO;02/04/2018 10:02;22/08/2018 14:31;TESTE DE FUNCIONAMENTO;TECHMED - EQUIPAMENTOS MEDICOS HOSPITALAR;3.582,00
201801096;ENDOSCÓPIO RÍGIDO;;GENÉRICO;HCPE-1816;;1203CH;BLOCO CIRÚRGICO;02/04/2018 10:02;22/08/2018 14:28;TESTE DE FUNCIONAMENTO;TECHMED - EQUIPAMENTOS MEDICOS HOSPITALAR;3.582,00
201801100;BALANÇA ANTROPOMÉTRICA;W200;WELMY;HCPE-1817;413.187;9401;ENGENHARIA CLÍNICA (STEC);03/05/2018 15:00;07/06/2018 10:00;REALIZADOS AJUSTES NECESSARIOS;S.S. COMERCIAL LTDA;430,00
201801101;FIBROBRONCOSCÓPIO;BF-3C40;OLYMPUS;HCPE-1818;;1110556;BRONCOSCOPIA;04/05/2018 14:44;09/04/2019 09:00;VERIFICAÇÃO;ASSISTEC, OLYMPUS OPTICAL DO BRASIL LTDA;0,00
201801104;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0824;;64369M/00;9° NORTE (MATERNIDADE);04/05/2018 17:09;04/06/2018 08:00;CALIBRAÇÃO REALIZADA;ALLIANCE MEDINFUSION LTDA;0,00
201801105;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1819;;64336M/00;CENTRAL DE EQUIPAMENTOS;04/05/2018 17:28;04/06/2018 08:00;CALIBRAÇÃO REALIZADA;ALLIANCE MEDINFUSION LTDA;0,00
201801106;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1820;;64247M/00;CENTRAL DE EQUIPAMENTOS;04/05/2018 17:28;04/06/2018 08:00;CALIBRAÇÃO REALIZADA;ALLIANCE MEDINFUSION LTDA;0,00
201801166;TOMÓGRAFO COMPUTADORIZADO;AQUILION CXL-TSX-101 A/Q;TOSHIBA;HCPE-1473;414.972;QCB14Y2316;RAIO-X (UDI);07/05/2018 10:15;11/10/2018 19:00;SUBSTITUIÇÃO DE PEÇA;CANON MEDICAL SYSTEMS DO BRASIL LTDA, CANON MEDICAL SYSTEMS DO BRASIL LTDA, TOSHIBA MEDICAL DO BRASIL LTDA.;1.108,64
201801178;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0390;;45293M/00;8° SUL (DIP / COVID);07/05/2018 15:27;04/06/2018 10:00;CALIBRAÇÃO REALIZADA;ALLIANCE MEDINFUSION LTDA;0,00
201801179;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0447;;64180M/00;UTI GERAL / URCC;07/05/2018 15:27;04/06/2018 08:00;CALIBRAÇÃO REALIZADA;ALLIANCE MEDINFUSION LTDA;0,00
201801180;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0189;;64178M/00;11° SUL;07/05/2018 15:27;04/06/2018 10:00;CALIBRAÇÃO REALIZADA;ALLIANCE MEDINFUSION LTDA;0,00
201801204;CARDIOVERSOR;LIFE 400 PLUS FUTURA;CMOS DRAKE;HCPE-1485;;912116150;ENDOSCOPIA;09/05/2018 07:00;01/05/2021 08:00;EMISSÃO DE PARECER DE INATIVAÇÃO;GFAN SOLUÇÕES, MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA, SERVMED;0,00
201801210;CARDIOVERSOR;BENEHEART D3;MINDRAY;HCPE-1150;406.555;EL-74035708;PET SCAN;08/05/2018 16:30;17/05/2018 17:33;REPARO;SAFE SUP. A VIDA E COMER. INTERNACIONAL LTDA;0,00
201801216;ELETROCARDIÓGRAFO;CARDIOTOUCH 3000;BIONET;HCPE-1825;;T2M0900105;CENTRAL DE EQUIPAMENTOS;11/05/2018 08:14;22/08/2018 11:00;TESTE DE FUNCIONAMENTO;MENCOL TECNOLOGIA;2.105,00
201801217;CARDIOVERSOR;LIFE 400 PLUS;CMOS DRAKE;HCPE-1827;412.590;913026453;CENTRAL DE EQUIPAMENTOS;11/05/2018 08:15;17/08/2018 17:15;RECEBIMENTO - REALIZAÇÃO;MENCOL TECNOLOGIA;2.050,00
201801218;CARDIOVERSOR;LIFEPAK 20;MEDTRONIC;HCPE-1826;;34643254;CENTRAL DE EQUIPAMENTOS;11/05/2018 08:15;27/11/2018 15:43;SUBSTITUIÇÃO DE PEÇA;MENCOL TECNOLOGIA, MENCOL TECNOLOGIA;1.750,00
201801219;CARDIOVERSOR;HS03;INSTRAMED;HCPE-1828;07119/2004;40910CT253;CENTRAL DE EQUIPAMENTOS;11/05/2018 08:16;17/08/2018 17:30;RECEBIMENTO - REALIZAÇÃO;MENCOL TECNOLOGIA;1.920,00
201801228;;;;;;;DIAGIMAGEM;14/05/2018 09:13;16/05/2018 16:00;CONFIGURAÇÃO;AGFA HEALTCARE BRASIL IMPORTAÇÃO E SEVIÇOS LTDA;0,00
201801235;MONITOR DE RADIAÇÃO IONIZANTE / GEIGER;MIR 7028;MRA;HCPE-1888;756.231;MIR-624;PET SCAN;15/05/2018 09:08;27/08/2018 16:48;ATIVIDADES TECNICO-ADMINISTRATIVAS;MRA;370,00
201801238;VIDEOGASTROSCÓPIO;GIF-Q150;OLYMPUS;HCPE-1684;;2519860;ENDOSCOPIA;15/05/2018 10:11;29/06/2018 14:00;LIMPEZA/DESINFECÇÃO;ASSISTEC;0,00
201801245;APARELHO DE ANESTESIA;DX 5020;DIXTAL;HCPE-0107;756.153;122800197;CIRURGIA AMBULATORIAL;15/05/2018 15:58;28/11/2018 08:00;CALIBRAÇÃO - REALIZAÇÃO;SUPORTCARE TECNOLOGIA HOSPITALAR LTDA;1.674,00
201801247;DRILL REAMER;DIAMOND MAX MA-15000D;MACOM;HCPE-1836;;264;BLOCO CIRÚRGICO;07/05/2018 14:00;14/08/2018 15:00;TESTE DE FUNCIONAMENTO;MACOM INSTRUMENTAL CIRÚRGICO COM. E IND. LTDA;0,00
201801248;PERFURADOR ÓSSEO;MA 9000;MACOM;HCPE-1837;;0114;BLOCO CIRÚRGICO;07/05/2018 14:00;28/01/2020 08:25;SUBSTITUIÇÃO DE PEÇA;MACOM INSTRUMENTAL CIRÚRGICO COM. E IND. LTDA;9.246,16
201801249;BOMBA INJETORA DE CONTRASTE;OPTIVANTAGE DH;LIEBEL FLARSHEIM;HCPE-1474;414.954;C0614B512X;RAIO-X (UDI);16/05/2018 09:04;04/07/2018 11:40;ANÁLISE - REALIZAÇÃO;MALLINCKRODT DO BRASIL LTDA;0,00
201801251;FOCO CIRÚRGICO FIXO;VOLISTA;MAQUET;HCPE-1544;759.967;500137;BLOCO CIRÚRGICO;16/05/2018 10:26;22/05/2018 12:59;ORIENTAÇÃO;RESMEDICAL EQUIPAMENTOS HOSPITALARES LTDA;0,00
201801261;MONITOR MULTIPARAMÉTRICO;OMNI 612;OMNIMED;HCPE-1844;407.433;3073;CENTRAL DE EQUIPAMENTOS;02/05/2018 08:00;16/05/2018 17:00;SUBSTITUIÇÃO;ASTECH;943,06
201801262;MONITOR MULTIPARAMÉTRICO;OMNI 612;OMNIMED;HCPE-1845;764.685;3061;CENTRAL DE EQUIPAMENTOS;02/05/2018 08:00;16/05/2018 17:30;SUBSTITUIÇÃO;ASTECH;2.470,26
201801263;MONITOR MULTIPARAMÉTRICO;OMNI 612;OMNIMED;HCPE-1846;407.259;3069;CENTRAL DE EQUIPAMENTOS;02/05/2018 08:00;16/05/2018 18:00;SUBSTITUIÇÃO;ASTECH;2.883,79
201801269;MÁQUINA DE GELO;ES70A;EURFRIGOR;HCPE-1847;407.949;8036510611052104;BLOCO CIRÚRGICO;17/05/2018 10:06;25/10/2018 09:15;SUBSTITUIÇÃO DE PEÇA;NORDESTE COIFAS;850,00
201801273;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1429;;64167M/00;TRIAGEM OB. 1°A;17/05/2018 11:16;12/06/2018 17:00;CALIBRAÇÃO REALIZADA;ALLIANCE MEDINFUSION LTDA;0,00
201801276;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0276;405.806;141760;8° NORTE;17/05/2018 11:18;03/09/2018 12:00;CALIBRAÇÃO - REALIZAÇÃO;DPROSMED DISTRIBUIDORA PRODUTOS MED HOSP LTDA;0,00
201801277;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0385;406.031;141638;8° NORTE;17/05/2018 11:19;03/09/2018 09:00;ENVIO / ENCAMINHAR EQUIPAMENTO PARA ASSISTÊNCIA EXTERNA;DPROSMED DISTRIBUIDORA PRODUTOS MED HOSP LTDA;18,90
201801283;APARELHO DE ANESTESIA;CARESTATION 620;GE;HCPE-1353;775.292;SM617070033WA;BLOCO CIRÚRGICO;02/05/2018 09:01;27/07/2018 12:30;ANÁLISE - REALIZAÇÃO;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH, GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH, GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH, GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
201801284;APARELHO DE ANESTESIA;CARESTATION 620;GE;HCPE-1410;409.653;SM617070032WA;BLOCO CIRÚRGICO;03/05/2018 11:10;17/07/2018 17:00;ANÁLISE - REALIZAÇÃO;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
201801285;APARELHO DE ANESTESIA;CARESTATION 620;GE;HCPE-1563;409.655;SM617070035WA;BLOCO CIRÚRGICO;03/05/2018 15:31;27/08/2018 14:00;VERIFICAÇÃO;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
201801286;APARELHO DE ANESTESIA;CARESTATION 620;GE;HCPE-1713;409.654;SM617070034WA;BLOCO CIRÚRGICO;03/05/2018 15:41;27/08/2018 17:00;VERIFICAÇÃO;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
201801287;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0324;406.041;141727;9° SUL;17/05/2018 14:00;03/09/2018 10:00;CALIBRAÇÃO - REALIZAÇÃO;DPROSMED DISTRIBUIDORA PRODUTOS MED HOSP LTDA;18,90
201801289;BALANÇA NEO/PEDIÁTRICA;BP BABY (ELETRÔNICA);FILIZOLA;HCPE-1297;409.293;8916/02;ENGENHARIA CLÍNICA (STEC);18/05/2018 09:10;01/07/2020 09:10;TESTE DE FUNCIONAMENTO;S.S. COMERCIAL LTDA;17,72
201801290;BALANÇA NEO/PEDIÁTRICA;BP BABY (ELETRÔNICA);FILIZOLA;HCPE-1295;758.087;8912/02;ENGENHARIA CLÍNICA (STEC);18/05/2018 09:10;14/08/2018 15:50;TESTE DE FUNCIONAMENTO;S.S. COMERCIAL LTDA;160,00
201801291;BALANÇA NEO/PEDIÁTRICA;109-E(ELETRÔNICA);WELMY;HCPE-1878;757.898;18193;ENGENHARIA CLÍNICA (STEC);18/05/2018 09:10;28/08/2018 13:30;TESTE DE FUNCIONAMENTO;S.S. COMERCIAL LTDA;390,00
201801293;BALANÇA NEO/PEDIÁTRICA;BP BABY (ELETRÔNICA);FILIZOLA;HCPE-1879;757.897;7497/01;ENGENHARIA CLÍNICA (STEC);18/05/2018 09:10;14/08/2018 16:00;SUBSTITUIÇÃO DE PEÇA;S.S. COMERCIAL LTDA;160,00
201801295;TERMODESINFECTADORA;155;CISA;HCPE-0906;409.645;25176;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);12/05/2018 08:00;12/05/2018 12:00;DEFEITO NÃO ENCONTRADO;SUPORTCARE TECNOLOGIA HOSPITALAR LTDA;0,00
201801296;TERMODESINFECTADORA;155;CISA;HCPE-0906;409.645;25176;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);16/05/2018 08:00;16/05/2018 17:00;CONFIGURAÇÃO;SUPORTCARE TECNOLOGIA HOSPITALAR LTDA;0,00
201801307;APARELHO DE ANESTESIA;DX 5020;DIXTAL;HCPE-0049;756.161;122800208;CIRURGIA AMBULATORIAL;21/05/2018 09:17;07/01/2020 08:00;EMISSÃO DE PARECER DE INATIVAÇÃO;SUPORTCARE TECNOLOGIA HOSPITALAR LTDA;0,00
201801308;RESSONÂNCIA MAGNÉTICA;SIGNA HDI;GE;HCPE-0914;;MRR8279;RESSONÂNCIA (UDI);21/05/2018 09:32;11/06/2018 14:00;SUBSTITUIÇÃO;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH, GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
201801309;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1744;;64191M/00;CENTRAL DE EQUIPAMENTOS;21/05/2018 10:46;13/06/2018 08:00;ANÁLISE TÉCNICA;ALLIANCE MEDINFUSION LTDA;0,00
201801310;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0374;;45221M/00;8° NORTE;21/05/2018 10:46;12/06/2018 10:00;CALIBRAÇÃO REALIZADA;ALLIANCE MEDINFUSION LTDA;0,00
201801311;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0372;;64160M/00;8° NORTE;21/05/2018 10:46;12/06/2018 10:00;CALIBRAÇÃO REALIZADA;ALLIANCE MEDINFUSION LTDA;0,00
201801315;MAMÓGRAFO;GRAPH-MAMMO AF;VMI;HCPE-1507;760.707;P8504103001;RAIO-X (UDI);21/05/2018 14:36;11/06/2018 17:00;SUBSTITUIÇÃO;PHILIPS MEDICAL SYSTEMS;0,00
201801316;MAMÓGRAFO;SENOGRAPHE DMR;GE;HCPE-1471;414.853;81251PE;RAIO-X (UDI);21/05/2018 14:36;11/11/2020 12:30;SUBSTITUIÇÃO DE PEÇA;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH, GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH, GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH, GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH, MEDCALL COM.SERV.E REP.DE MAT.RAD. E MED.HOSP;16.944,00
201801343;VENTILADOR PULMONAR;DX3012;DIXTAL;HCPE-1331;759.653;120211001080A1V;ENGENHARIA CLÍNICA (STEC);24/05/2018 09:00;19/06/2020 09:45;REPARO / AJUSTE;SUPORTCARE TECNOLOGIA HOSPITALAR LTDA, SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;5.560,39
201801346;CENTRÍFUGA DE TUBOS;CE01-B1;KACIL;HCPE-1631;;0876-00;HEMOTERAPIA;24/05/2018 10:29;13/08/2018 15:00;SUBSTITUIÇÃO DE PEÇA;KACIL;80,00
201801349;TERMODESINFECTADORA;155;CISA;HCPE-0906;409.645;25176;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);19/05/2018 10:00;21/05/2018 12:00;SUBSTITUIÇÃO;SUPORTCARE TECNOLOGIA HOSPITALAR LTDA;0,00
201801350;URETERORRENOSCÓPIO;11301AA1;KARL STORZ;HCPE-1868;;2177887;ENDOSCOPIA;04/05/2018 14:44;18/06/2019 13:30;AJUSTE/ REPARO - ESTRUTURA FÍSICA;ASSISTEC, RUSSER;5.980,00
201801359;BISTURI ELÉTRICO;FORCE FX;COVIDIEN;HCPE-1850;410.870;S1C01204AX;BLOCO CIRÚRGICO;21/05/2018 12:00;10/01/2019 15:00;SUBSTITUIÇÃO DE PEÇA;SERVMED;4.900,00
201801367;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0706;407.065;4SXAU372;HEMODIÁLISE;28/05/2018 09:27;07/06/2018 12:00;SUBSTITUIÇÃO;FRESENIUS MEDICAL CARE LTDA;0,00
201801368;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0731;407.612;4SXAU675;HEMODIÁLISE;28/05/2018 09:28;30/05/2018 16:30;DEFEITO NÃO ENCONTRADO;FRESENIUS MEDICAL CARE LTDA;0,00
201801369;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0708;407.611;4SXAU371;HEMODIÁLISE;28/05/2018 09:28;23/07/2018 11:00;ANÁLISE - REALIZAÇÃO;FRESENIUS MEDICAL CARE LTDA, FRESENIUS MEDICAL CARE LTDA;0,00
201801380;BISTURI ELÉTRICO;BP-100 PLUS;TRANSMAI-EMAI;HCPE-1683;759.752;10EQ3449;AMB. DERMATOLOGIA;24/05/2018 14:00;26/12/2018 12:02;CALIBRAÇÃO - REALIZAÇÃO;MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA;255,00
201801388;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0427;;44014M/00;UTI GERAL / URCC;28/05/2018 15:27;25/06/2018 11:15;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
201801399;BISTURI ELÉTRICO;SS 501 S;WEM EQUIPAMENTOS ELETRONICOS LTDA;HCPE-1358;407.969;03927;BLOCO CIRÚRGICO;04/05/2018 19:20;10/12/2018 13:00;AJUSTE/ REPARO - PLACA ELETRÔNICA;SERVMED;3.545,00
201801400;BISTURI ELÉTRICO;SS 501 S;WEM EQUIPAMENTOS ELETRONICOS LTDA;HCPE-1356;407.968;03476;BLOCO CIRÚRGICO;04/05/2018 10:10;22/02/2019 09:30;SUBSTITUIÇÃO DE PEÇA;SERVMED;3.805,00
201801403;DIGITALIZADORA DE IMAGENS;CR 85-X;AGFA;HCPE-1468;414.863;5631;RAIO-X (UDI);29/05/2018 09:23;01/06/2018 08:00;ANÁLISE TÉCNICA;AGFA HEALTCARE BRASIL IMPORTAÇÃO E SEVIÇOS LTDA;0,00
201801404;DIGITALIZADORA DE IMAGENS;CR 85-X;AGFA;HCPE-1470;414.865;5736;RAIO-X (UDI);29/05/2018 09:23;13/06/2018 14:00;SUBSTITUIÇÃO;AGFA HEALTCARE BRASIL IMPORTAÇÃO E SEVIÇOS LTDA;0,00
201801411;RAIO X MÓVEL;CR 7;INTECAL;HCPE-1736;760.733;515A;RAIO-X (UDI);08/05/2018 08:00;24/05/2018 14:00;REPARO;MEDSCHALTER;0,00
201801429;RAIO X MÓVEL;CR 7;INTECAL;HCPE-0462;;130A09;UTI GERAL / URCC;04/05/2018 08:00;08/10/2018 10:00;AJUSTE/ REPARO - PLACA ELETRÔNICA;MEDSCHALTER;6.792,00
201801434;ENDOSCÓPIO FLEXÍVEL;FNL-10RP3;PENTAX;HCPE-1880;;G117484;ENGENHARIA CLÍNICA (STEC);02/05/2018 08:00;25/07/2019 11:19;AJUSTE/ REPARO - ESTRUTURA FÍSICA;ASSISTEC, VIDEOMED;10.680,00
