Identificador;Tipo Equipamento;Modelo;Marca;Localização;Criticidade;Data de Aquisição;Status;Valor (R$);Custo total externo;Peso
756.133;MONITOR MULTIPARAMETRICO;OMNI-612;OMNIMED;CENTRO OBSTÉTRICO;2.0;2013-01-01;Em uso;5000.0;0.0;0.5333333333333333
HCPE-0917,759.944;MONITOR MULTIPARAMETRICO;DX-2021;DIXTAL;RESSONÂNCIA;2.0;2012-01-01;Em uso;20000.0;0.0;0.5333333333333333
HCPE-0916,759.943;MONITOR MULTIPARAMETRICO;DX-2021;DIXTAL;RESSONÂNCIA;2.0;2012-01-01;Em uso;20000.0;0.0;0.5333333333333333
HCPE-2237,407.909;PROCESSADORA VIDEO ENDOSCOPIA;IMAGE-1-HUB-222010 20;KARL STORZ;BLOCO CIRÚRGICO;2.0;2015-01-01;Em uso;80000.0;0.0;0.5333333333333333
HCPE-1918,407.932;PROCESSADORA VIDEO ENDOSCOPIA;IMAGE-1-HUB-222010 20;KARL STORZ;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2015-01-01;Em uso;20000.0;0.0;0.5333333333333333
HCPE-2218,405.981;ASPIRADOR/IRRIGADOR LAPAROSCOPIA;HYSTEROMAT II;KARL STORZ;CENTRO CIRÚRGICO - 5º ANDAR;2.0;2007-01-01;Em uso;50000.0;0.0;0.5333333333333333
HCPE-1561,407.995;FOCO CIRURGICO;QUANTA;BAUMER;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2015-11-11;Em uso;42400.0;0.0;0.5333333333333333
HCPE-0543,410.338;FOCO CIRURGICO;QUANTA;BAUMER;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2015-11-11;Em uso;42400.0;0.0;0.5333333333333333
HCPE-1576,410.895;FOCO CIRURGICO;QUANTA;BAUMER;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2015-11-11;Em uso;42400.0;0.0;0.5333333333333333
HCPE-1568,410.318;FOCO CIRURGICO;QUANTA;BAUMER;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2015-11-11;Em uso;42400.0;0.0;0.5333333333333333
415.517;ESTIMULADOR ELETRICO N P ANALGESIA TRANSCUTANEO;NEURODYN II;IBRAMED;CENTRAL DE EQUIPAMENTOS (CE);2.0;2001-01-01;Em uso;0.0;0.0;0.5333333333333333
HCPE-0111,413.710;FOCO CIRURGICO;QUANTA;BAUMER;CENTRO CIRÚRGICO AMBULATORIAL;2.0;2015-11-11;Em uso;42400.0;0.0;0.5333333333333333
HCPE-3297;FONTE LUZ FIBRA OPTICA;HALOGEN-250-TWIN-201133 20;KARL STORZ;BLOCO CIRÚRGICO;2.0;2007-01-01;Em uso;10000.0;0.0;0.5333333333333333
HCPE-2225,5140/2015;FONTE LUZ FIBRA OPTICA ENDOSCOPIO RIGIDO MULTIUSO;XENON-300 201330 20;KARL STORZ;BLOCO CIRÚRGICO;2.0;2015-04-13;Em uso;40000.0;0.0;0.5333333333333333
HCPE-0641,409.234;FOCO CLINICO;FC-3000;MEDPEJ;11º NORTE;2.0;2008-01-01;Em uso;1500.0;0.0;0.5333333333333333
HCPE-3635,763.041;FOCO CLINICO;FC-3000;MEDPEJ;CENTRO OBSTÉTRICO;2.0;2012-01-01;Em uso;1.0;0.0;0.5333333333333333
HCPE-1752,405.896;FOCO CLINICO;FC-3000;MEDPEJ;AMBULATÓRIO DE GINECOLOCIA;2.0;2012-01-01;Em uso;750.0;0.0;0.5333333333333333
HCPE-1900,410.882;FOCO CIRURGICO;QUANTA;BAUMER;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2015-11-11;Em uso;42400.0;0.0;0.5333333333333333
HCPE-2487,764.151;VENTILADOR UTI;IX-5;INTERMED;UTI NEONATAL;3.0;2019-11-12;Em uso;51200.0;415605.0;0.5265279392137076
HCPE-1762,759.983;VENTILADOR UTI;SERVO AIR;MAQUET;UTI ADULTO- 5º ANDAR;3.0;2018-04-03;Em uso;44485.5;404953.0;0.5258480253327282
HCPE-1765,759.985;VENTILADOR UTI;SERVO AIR;MAQUET;UTI ADULTO- 5º ANDAR;3.0;2018-04-03;Em uso;44485.5;367278.0;0.5234432416802783
HCPE-1758,759.976;VENTILADOR UTI;SERVO AIR;MAQUET;UTI ADULTO- 5º ANDAR;3.0;2018-04-03;Em uso;44485.5;351958.0;0.5224653707962562
HCPE-1759,759.981;VENTILADOR UTI;SERVO AIR;MAQUET;UTI ADULTO- 5º ANDAR;3.0;2018-04-03;Em uso;44485.5;351958.0;0.5224653707962562
HCPE-1754,759.975;VENTILADOR UTI;SERVO AIR;MAQUET;UTI ADULTO- 5º ANDAR;3.0;2018-04-03;Em uso;44485.5;328565.0;0.5209722028073576
nan;BERCO NEONATO;GIGABABY I;GIGANTE;MATERNIDADE;3.0;2023-09-29;Em uso;7014.0;301460.0;0.5192420990011292
nan;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;1.0;301460.0;0.5192420990011292
HCPE-2276,761.256;INCUBADORA RN MOVEL;DUETTO-2386;FANEM;UTI NEONATAL;3.0;2019-01-07;Em uso;69.5;125632.0;0.5080190518865184
HCPE-2277,761.254;INCUBADORA RN MOVEL;DUETTO-2386;FANEM;UTI NEONATAL;3.0;2019-03-18;Em uso;69500.0;83512.0;0.5053305452523794
HCPE-2278,761.255;INCUBADORA RN MOVEL;DUETTO-2386;FANEM;UTI NEONATAL;3.0;2019-01-31;Em uso;69.5;79980.0;0.5051050987796402
HCPE-2601,771.624;INCUBADORA RN MOVEL;DUETTO-2386;FANEM;UTI NEONATAL;3.0;2020-03-05;Em uso;69.5;74800.0;0.5047744609742071
HCPE-2599,771.621;INCUBADORA RN MOVEL;DUETTO-2386;FANEM;UTI NEONATAL;3.0;2020-03-05;Em uso;69.5;61230.0;0.5039082920514799
HCPE-3063,;VENTILADOR UTI;SERVO AIR;MAQUET;UTI ADULTO- 5º ANDAR;3.0;2021-12-28;Em uso;23349.05;36027.0;0.5022995923197561
HCPE-2979,770.066;DESFIBRILADOR-CARDIOVERSOR;DUALMAX;INSTRAMED;UTI ADULTO;3.0;2021-08-01;Em uso;16.68;35491.0;0.5022653796047538
HCPE-2529,765.100;VENTILADOR UTI;BABYLOG VN-500;DRAGER;UTI NEONATAL;3.0;2019-12-23;Em uso;171979.82;8435.02;0.5005384047300355
HCPE-2275,761.100;INCUBADORA RN MOVEL;DUETTO-2386;FANEM;UTI NEONATAL;3.0;2019-01-07;Em uso;69.5;5550.0;0.5003542547915354
HCPE-3004;VENTILADOR UTI;SERVO AIR;MAQUET;ENGENHARIA CLÍNICA;3.0;2021-10-06;Em uso;45000.0;4057.06;0.5002589608909093
HCPE-1645,759.725;FOTOTERAPIA HIPERBILIRRUBINEMIA;BILITRON BED-4006;FANEM;UTI NEONATAL;3.0;2018-02-09;Em uso;10500.0;2441.0;0.5001558082785834
HCPE-1693,759.840;FOTOTERAPIA HIPERBILIRRUBINEMIA;BILITRON SKY-5006;FANEM;UTI NEONATAL;3.0;2018-02-01;Em uso;4800.0;1595.0;0.5001018083590089
HCPE-1779,759.844;FOTOTERAPIA HIPERBILIRRUBINEMIA;BILITRON SKY-5006;FANEM;UTI NEONATAL;3.0;2018-02-01;Em uso;4800.0;1550.0;0.5000989360228613
HCPE-0604;BLENDER;AIR O2-BLENDER;INTERMED;CENTRAL DE EQUIPAMENTOS;3.0;2018-02-26;Em uso;0.0;1310.7;0.5000836615775253
HCPE-0645;BLENDER;AIR O2-BLENDER;INTERMED;UTI NEONATAL;3.0;2018-02-26;Em uso;0.0;972.1;0.500062048843757
HCPE-0601;BLENDER;AIR O2-BLENDER;INTERMED;CENTRAL DE EQUIPAMENTOS;3.0;2018-02-26;Em uso;0.0;557.45;0.5000355818618993
HCPE-1314,758.040;REANIMADOR PULMONAR PNEUMATICO;BABYPUFF-1020;FANEM;CENTRO OBSTÉTRICO;3.0;2018-02-28;Em uso;15000.0;345.0;0.5000220212437981
HCPE-1315,757.852;REANIMADOR PULMONAR PNEUMATICO;BABYPUFF-1020;FANEM;UTI NEONATAL;3.0;2018-02-28;Em uso;10000.0;315.0;0.5000201063530331
HCPE-1670,759.906;BERCO NEONATO;GIGABABY I;GIGANTE;MATERNIDADE;3.0;2018-03-08;Em uso;658.0;313.33;0.5000199997574472
HCPE-1664,759.911;BERCO NEONATO;GIGABABY I;GIGANTE;MATERNIDADE;3.0;2018-03-08;Em uso;658.0;313.33;0.5000199997574472
HCPE-1663,759.910;BERCO NEONATO;GIGABABY I;GIGANTE;MATERNIDADE;3.0;2018-03-08;Em uso;658.0;313.33;0.5000199997574472
HCPE-2175,759.714;BERCO NEONATO;GIGABABY I;GIGANTE;UTI NEONATAL;3.0;2018-08-01;Em uso;658.0;0.0;0.5
HCPE-0114,413.744;FACOEMULSIFICADOR;INFINITI VISION SYSTEM;ALCON;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;3.0;2018-01-01;Em uso;220000.0;0.0;0.5
HCPE-3126,770.393;VENTILADOR UTI;SV-300;MINDRAY;UTI NEONATAL;3.0;2022-03-09;Em uso;105500.0;0.0;0.5
HCPE-3125,770.394;VENTILADOR UTI;SV-300;MINDRAY;UTI NEONATAL;3.0;2021-12-09;Em uso;105500.0;0.0;0.5
HCPE-3124,770.392;VENTILADOR UTI;SV-300;MINDRAY;UTI NEONATAL;3.0;2022-03-09;Em uso;105500.0;0.0;0.5
HCPE-1757,759.984;VENTILADOR UTI;SERVO AIR;MAQUET;ENGENHARIA CLÍNICA;3.0;2018-04-03;Em uso;44485.5;0.0;0.5
HCPE-3714;FOTOTERAPIA HIPERBILIRRUBINEMIA;BL-70;COMEN;9 NORTE (MATERNIDADE);3.0;2025-03-14;Em uso;14700.0;0.0;0.5
HCPE-1691,759.837;FOTOTERAPIA HIPERBILIRRUBINEMIA;BILITRON SKY-5006;FANEM;UTI NEONATAL;3.0;2018-02-01;Em uso;4800.0;0.0;0.5
HCPE-1690,759.838;FOTOTERAPIA HIPERBILIRRUBINEMIA;BILITRON SKY-5006;FANEM;UTI NEONATAL;3.0;2018-02-01;Em uso;4800.0;0.0;0.5
HCPE-1692,759.839;FOTOTERAPIA HIPERBILIRRUBINEMIA;BILITRON SKY-5006;FANEM;UTI NEONATAL;3.0;2018-02-01;Em uso;4800.0;0.0;0.5
HCPE-3683;REANIMADOR PULMONAR PNEUMATICO;BABYPUFF-1020;FANEM;TRIAGEM OBSTÉTRICA;3.0;2024-12-10;Em uso;10929.65;0.0;0.5
HCPE-3682;REANIMADOR PULMONAR PNEUMATICO;BABYPUFF-1020;FANEM;UTI NEONATAL;3.0;2024-12-10;Em uso;10929.65;0.0;0.5
HCPE-3704;REANIMADOR PULMONAR PNEUMATICO;BABYPUFF-1020;FANEM;UTI NEONATAL;3.0;2025-01-23;Em uso;11498.0;0.0;0.5
HCPE-0914,;RESSONANCIA MAGNETICA;SIGNA HDI;GE HEALTHCARE;RESSONÂNCIA;3.0;2018-02-27;Em uso;2500000.0;0.0;0.5
HCPE-2258,	761.387;VENTILADOR UTI;IX-5;INTERMED;UTI NEONATAL;3.0;2019-02-14;Em uso;40200.0;0.0;0.5
HCPE-0623,409.272;VENTILADOR UTI;INTER-3;INTERMED;UTI NEONATAL;3.0;2018-02-26;Em uso;0.0;0.0;0.5
HCPE-0626,409.252;VENTILADOR UTI;INTER-3;INTERMED;UTI NEONATAL;3.0;2018-02-26;Em uso;0.0;0.0;0.5
HCPE-2836,;BOMBA INFUSAO SERINGA;ST-7000;SAMTRONIC;MATERNIDADE;3.0;2018-01-01;Em uso;7500.0;0.0;0.5
HCPE-1866;BLENDER;AIR O2-BLENDER;INTERMED;UTI NEONATAL;3.0;2018-05-23;Em uso;0.0;0.0;0.5
HCPE-0603;BLENDER;AIR O2-BLENDER;INTERMED;UTI NEONATAL;3.0;2018-02-26;Em uso;0.0;0.0;0.5
COM/V005903;BOMBA INFUSAO SERINGA;TE SS-830-T;TERUMO;BLOCO CIRÚRGICO;3.0;2024-09-26;Em uso;1.0;0.0;0.5
HCPE-0586,;BOMBA INFUSAO SERINGA;ST-670;SAMTRONIC;UTI NEONATAL;3.0;2018-01-01;Em uso;7500.0;0.0;0.5
HCPE-1229;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0532;BOMBA INFUSAO SERINGA;ST-7000;SAMTRONIC;UTI NEONATAL;3.0;2018-01-01;Em uso;7500.0;0.0;0.5
COM/V005904;BOMBA INFUSAO SERINGA;TE SS-830-T;TERUMO;BLOCO CIRÚRGICO;3.0;2024-09-26;Em uso;1.0;0.0;0.5
HCPE-1593;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-1744;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-1940,;BOMBA INFUSAO SERINGA;ST-670;SAMTRONIC;UTI NEONATAL;3.0;2018-01-01;Em uso;7500.0;0.0;0.5
HCPE-0027;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3.5;0.0;0.5
HCPE-0035;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3.5;0.0;0.5
HCPE-0187;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-1245;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0558;BOMBA INFUSAO SERINGA;ST-7000;SAMTRONIC;UTI NEONATAL;3.0;2018-01-01;Em uso;7500.0;0.0;0.5
HCPE-0415;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3.5;0.0;0.5
HCPE-0421;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0435;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0436;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0443;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-2754;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-2757;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-2840;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-1155;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;PET SCAN;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0669;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0685;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0732;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0751;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0752;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0373;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3.5;0.0;0.5
HCPE-0394;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3.5;0.0;0.5
HCPE-0857;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0855;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3.5;0.0;0.5
HCPE-0932;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0864;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3.5;0.0;0.5
HCPE-1228;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-1820;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-2185;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0865;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-2363;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-2675;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-2717;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-2682;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-2732;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-2752;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-1764,759.978;VENTILADOR UTI;SERVO AIR;MAQUET;UTI ADULTO- 5º ANDAR;3.0;2018-04-03;Em uso;44485.5;0.0;0.5
HCPE-1763,759.982;VENTILADOR UTI;SERVO AIR;MAQUET;UTI ADULTO- 5º ANDAR;3.0;2018-04-03;Em uso;44485.5;0.0;0.5
HCPE-0609;BOMBA INFUSAO SERINGA;ST-7000;SAMTRONIC;UTI NEONATAL;3.0;2018-01-01;Em uso;7500.0;0.0;0.5
HCPE-0606;BOMBA INFUSAO SERINGA;ST-7000;SAMTRONIC;UTI NEONATAL;3.0;2018-01-01;Em uso;7500.0;0.0;0.5
HCPE-0615;BOMBA INFUSAO SERINGA;ST-7000;SAMTRONIC;UTI NEONATAL;3.0;2018-01-01;Em uso;7500.0;0.0;0.5
HCPE-0610;BOMBA INFUSAO SERINGA;ST-7000;SAMTRONIC;UTI NEONATAL;3.0;2018-01-01;Em uso;7500.0;0.0;0.5
HCPE-2209,413.166;REANIMADOR PULMONAR PNEUMATICO;BABYPUFF-1020;FANEM;TRIAGEM OBSTÉTRICA;3.0;2019-01-04;Em uso;19000.0;0.0;0.5
HCPE-0454;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0565;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-3715;REANIMADOR PULMONAR PNEUMATICO;BABYPUFF-1020;FANEM;CENTRO OBSTÉTRICO;3.0;2025-03-21;Em uso;39372.0;0.0;0.5
HCPE-0577;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0579;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-0600;BLENDER;AIR O2-BLENDER;INTERMED;UTI NEONATAL;3.0;2018-02-26;Em uso;0.0;0.0;0.5
HCPE-0690;BLENDER;AIR O2-BLENDER;INTERMED;CENTRAL DE EQUIPAMENTOS;3.0;2018-02-26;Em uso;0.0;0.0;0.5
HCPE-0602;BLENDER;AIR O2-BLENDER;INTERMED;UTI NEONATAL;3.0;2018-02-26;Em uso;0.0;0.0;0.5
HCPE-2257,761.391;VENTILADOR UTI;IX-5;INTERMED;UTI NEONATAL;3.0;2019-02-14;Em uso;40200.0;0.0;0.5
HCPE-2260,761.390;VENTILADOR UTI;IX-5;INTERMED;UTI NEONATAL;3.0;2019-02-14;Em uso;40200.0;0.0;0.5
HCPE-2259,;VENTILADOR UTI;IX-5;INTERMED;UTI NEONATAL;3.0;2019-02-14;Em uso;40200.0;0.0;0.5
HCPE-2375,761.671;DESFIBRILADOR-CARDIOVERSOR;CARDIOMAX;INSTRAMED;UTI CLÍNICA;3.0;2019-06-26;Em uso;18500.0;0.0;0.5
HCPE-3053,774.330;DESFIBRILADOR-CARDIOVERSOR;BENEHEART D-3;MINDRAY;UTI ADULTO- 5º ANDAR;3.0;2021-11-16;Em uso;32650.0;0.0;0.5
HCPE-3680;DESFIBRILADOR-CARDIOVERSOR;CARDIOMAX;INSTRAMED;AMB.CARDIOLOGIA (TESTE ERGOMÉTRICO);3.0;2024-11-14;Em uso;65970.0;0.0;0.5
HCPE-1352,406.554;DESFIBRILADOR-CARDIOVERSOR;BENEHEART D-3;MINDRAY;HEMODINÂMICA;3.0;2017-07-20;Em uso;23500.0;0.0;0.5
HCPE-1088,756.065;DESFIBRILADOR-CARDIOVERSOR;DX-10-PLUS;EMAI;ULTRASSOM;3.0;2018-02-28;Em uso;1.0;0.0;0.5
HCPE-3421;DESFIBRILADOR-CARDIOVERSOR;CARDIOMAX;INSTRAMED;ENDOSCOPIA;3.0;2023-03-16;Em uso;55000.0;0.0;0.5
HCPE-2374,761.672;DESFIBRILADOR-CARDIOVERSOR;CARDIOMAX;INSTRAMED;SERVIÇO DE TOMOGRAFIA;3.0;2019-06-26;Em uso;18500.0;0.0;0.5
HCPE-3692;DESFIBRILADOR-CARDIOVERSOR;CARDIOMAX;INSTRAMED;SALA DE ULTRASSOM;3.0;2024-11-14;Em uso;65970.0;0.0;0.5
HCPE-3037;GAMA CAMARA SPECT CT;DISCOVERY NM-630-SPECT;GE HEALTHCARE;MEDICINA NUCLEAR;3.0;2020-03-27;Em uso;1510000.0;0.0;0.5
HCPE-0922,406.556;DESFIBRILADOR-CARDIOVERSOR;BENEHEART D-3;MINDRAY;RESSONÂNCIA;3.0;2017-07-20;Em uso;23500.0;0.0;0.5
HCPE-1150,406.555;DESFIBRILADOR-CARDIOVERSOR;BENEHEART D-3;MINDRAY;PET SCAN;3.0;2017-07-20;Em uso;23500.0;0.0;0.5
HCPE-3420;DESFIBRILADOR-CARDIOVERSOR;CARDIOMAX;INSTRAMED;MEDICINA NUCLEAR;3.0;2023-03-16;Em uso;55000.0;0.0;0.5
HCPE-3622;FOTOTERAPIA HIPERBILIRRUBINEMIA;BILITRON SKY-5006;FANEM;UTI NEONATAL;3.0;2024-04-02;Em uso;4500.0;0.0;0.5
HCPE-3623;FOTOTERAPIA HIPERBILIRRUBINEMIA;BILITRON SKY-5006;FANEM;UTI NEONATAL;3.0;2024-04-02;Em uso;4500.0;0.0;0.5
HCPE-3616;FOTOTERAPIA HIPERBILIRRUBINEMIA;BILITRON SKY-5006;FANEM;UTI NEONATAL;3.0;2024-04-02;Em uso;4500.0;0.0;0.5
HCPE-1791,409.220;FOTOTERAPIA HIPERBILIRRUBINEMIA;006-FB;FANEM;UTI NEONATAL;3.0;2018-04-19;Em uso;0.0;0.0;0.5
HCPE-0965;BOMBA INFUSAO USO GERAL;ST-1000;SAMTRONIC;CENTRAL DE EQUIPAMENTOS;3.0;2017-01-01;Em uso;3500.0;0.0;0.5
HCPE-1783,759.842;FOTOTERAPIA HIPERBILIRRUBINEMIA;BILITRON SKY-5006;FANEM;UTI NEONATAL;3.0;2018-02-01;Em uso;4800.0;0.0;0.5
HCPE-3511,;DESFIBRILADOR-CARDIOVERSOR;CARDIOMAX;INSTRAMED;CENTRO DE PESQUISA CLÍNICA;3.0;2023-05-30;Em uso;55000.0;0.0;0.5
HCPE-3512;DESFIBRILADOR-CARDIOVERSOR;CARDIOMAX;INSTRAMED;CENTRO DE PESQUISA CLÍNICA;3.0;2023-05-30;Em uso;55000.0;0.0;0.5
HCPE-1071,407.641;DESFIBRILADOR-CARDIOVERSOR;DX-10-PLUS;EMAI;ERGOMETRIA;3.0;2018-02-28;Em uso;15000.0;0.0;0.5
HCPE-2596,755.394;DESFIBRILADOR-CARDIOVERSOR;DUALMAX;INSTRAMED;CENTRAL DE EQUIPAMENTOS;3.0;2020-02-19;Em uso;16680.0;0.0;0.5
HCPE-2597,765.393;DESFIBRILADOR-CARDIOVERSOR;DUALMAX;INSTRAMED;CENTRAL DE EQUIPAMENTOS;3.0;2020-02-19;Em uso;16680.0;0.0;0.5
HCPE-1778,759.845;FOTOTERAPIA HIPERBILIRRUBINEMIA;BILITRON SKY-5006;FANEM;MATERNIDADE;3.0;2018-02-01;Em uso;4800.0;0.0;0.5
HCPE-2376,;DESFIBRILADOR-CARDIOVERSOR;CARDIOMAX;INSTRAMED;UNIDADE DE BLOCOS CIRÚRGICOS;3.0;2019-06-26;Em uso;18500.0;0.0;0.5
HCPE-2377,761.674;DESFIBRILADOR-CARDIOVERSOR;CARDIOMAX;INSTRAMED;UNIDADE DE BLOCOS CIRÚRGICOS;3.0;2019-06-26;Em uso;18500.0;0.0;0.5
HCPE-1666,759.904;BERCO NEONATO;GIGABABY I;GIGANTE;MATERNIDADE;3.0;2018-03-08;Em uso;658.0;0.0;0.5
HCPE-3681;DESFIBRILADOR-CARDIOVERSOR;CARDIOMAX;INSTRAMED;CENTRO OBSTÉTRICO;3.0;2024-11-14;Em uso;65970.0;0.0;0.5
HCPE-1667,759.902;BERCO NEONATO;GIGABABY I;GIGANTE;MATERNIDADE;3.0;2018-03-08;Em uso;658.0;0.0;0.5
